,행사명,개최장소,시작일자,종료일자,행사내용,홈페이지주소,전화번호,주관기관,주최기관,도로명주소,지번주소,위도,경도
2785,청춘가요콘서트(씨드온스테이지),유채꽃소극장,2016-08-24,2016-08-24,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2786,한지수의 해금 오후의 목관이야기(씨드온스테이지),유채꽃소극장,2016-08-27,2016-08-27,국악,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2787,뮤지컬<넌센스2>주니어버전갈라콘서트(혁신교육),유채꽃소극장,2016-09-07,2016-09-08,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2788,여심저격 아침콘서트 서정시대,코스모스대극장,2016-09-22,2016-09-22,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2789,토속민요 프로젝트 <불러온 노래>,유채꽃소극장,2016-09-30,2016-09-30,전통예술,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2790,kbs교향악단 연주회,코스모스대극장,2015-08-21,2015-08-21,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2791,연극 강철왕,유채꽃소극장,2015-09-03,2015-09-05,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2792,이자람의 억척가,코스모스대극장,2015-09-11,2015-09-11,전통예술,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2793,백건우 피아노 리사이틀,코스모스대극장,2015-09-18,2015-09-18,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2794,변강쇠 점 찍고 옹녀,코스모스대극장,2015-10-10,2015-10-10,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2795,JK김동욱 언플러그드 콘서트,코스모스대극장,2015-10-24,2015-10-24,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2796,익스트림 퍼포먼스 플라잉(혁신교육),코스모스대극장,2015-10-27,2015-10-30,퍼포먼스,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2797,김소현 손준호의 뮤지컬 브런치 콘서트,유채꽃소극장,2015-10-28,2015-10-28,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2798,어린이 난타(혁신교육),코스모스대극장,2015-11-03,2015-11-05,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2799,컬투쇼,코스모스대극장,2015-11-07,2015-11-07,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2800,키스 앤 메이크업,유채꽃소극장,2015-11-12,2015-11-14,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2801,언니네 이발관 콘서트,유채꽃소극장,2015-11-21,2015-11-21,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2802,뮤지컬 빨래(혁신교육),코스모스대극장,2015-11-25,2015-11-27,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2803,전인권밴드 콘서트,코스모스대극장,2015-12-04,2015-12-04,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2804,첼리스트 양성원의 클래식 브런치 콘서트,유채꽃소극장,2015-12-09,2015-12-09,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2805,"재즈의꽃, 트럼펫",이천아트홀 소공연장,2018-10-20,2018-10-20,클래식,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
2806,임태경 전국투어콘서트 그대의 계절,코스모스대극장,2015-12-19,2015-12-19,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2807,이사오 사사키 크리스마스 선물,코스모스대극장,2015-12-24,2015-12-24,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2808,장사익 송년콘서트,코스모스대극장,2015-12-29,2015-12-29,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2809,금난새와 함께하는 신년살롱음악회,코스모스대극장,2016-01-21,2016-01-21,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2810,이승환 콘서트 공연의 기원,코스모스대극장,2016-02-26,2016-02-27,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2811,찾아가는 예술극장,각 동 지정장소,2021-10-03,2021-10-31,노원구 전 지역을 문화의 거리로 조성하기 위하여 고품질의 거리예술공연 시행,https://www.nowonarts.kr/,02-2289-3461,노원문화재단,노원문화재단,-,서울특별시 노원구 공릉동 29-51,-,-
2812,경춘선숲길 가을음악회,경춘선숲길 화랑대역 철도공원,2021-10-15,2020-10-15,도심 속 공원에서 음악과 함께 즐기는 쉼표가 있는 저녁,https://www.nowonarts.kr/,02-2289-3464,노원문화재단,노원문화재단,-,서울특별시 노원구 공릉동 29-51,-,-
2813,노원달빛산책,당현3교~ 수학문화관,2021-10-08,2020-10-23,친환경 생태하천인 당현천에 노원구만의 주제의식을 담은 예술등 작품 전시,https://www.nowonarts.kr/,02-2289-3461,노원문화재단,노원문화재단,-,서울특별시 노원구 상계동 683-1,-,-
2814,청춘사운드콘서트,대덕문화전당 드림홀,2019-12-20,2019-12-20,대구음악창작소 1년정산 기획공연,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
2815,송년음악회,대덕문화전당 드림홀,2019-12-21,2019-12-21,송년음악회,https://nam.daegu.kr/culturalcenter/index.do,053-664-3111,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
2816,"유아 체험전 <헬로우 뉴욕, 뉴욕을 디자인하다>",안성맞춤아트홀 전시실,2017-12-01,2018-01-14,유아 체험전시,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2817,안성맞춤아트홀 개관기념전 <17인 작가초청전>,안성맞춤아트홀 전시실,2018-01-18,2018-02-11,그룹 회화전,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2818,"노사연, 박남정 신년콘서트",안성맞춤아트홀 대공연장,2018-02-17,2018-02-17,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2819,바디콘서트,안성맞춤아트홀 대공연장,2018-03-10,2018-03-10,현대무용 공연,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2820,이은미 2018 전국투어 콘서트,안성맞춤아트홀 대공연장,2018-03-16,2018-03-16,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2821,포레스텔라 전국투어콘서트,안성맞춤아트홀 대공연장,2018-03-23,2018-03-23,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2822,Great 2018 이승철 콘서트,안성맞춤아트홀 대공연장,2018-03-30,2018-03-31,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2823,세시봉콘서트,안성맞춤아트홀 대공연장,2018-04-07,2018-04-07,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2824,이은결 매직 앤 이루션,안성맞춤아트홀 대공연장,2018-04-15,2018-04-18,쇼,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2825,나에게 그림책은?,안성맞춤아트홀 전시실,2018-05-04,2018-06-09,그림책 전시,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2826,드림웍스 애니메이션 콘서트 - 안성,안성맞춤아트홀 대공연장,2018-05-05,2018-05-05,클래식,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2827,"송대관, 태진아 효 콘서트",안성맞춤아트홀 대공연장,2018-05-09,2018-05-09,콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2828,경기실내악 축제 in 안성,안성맞춤아트홀 대공연장,2018-05-11,2018-05-11,클래식,www.anseong.go.kr/arthall,031-660-0666,문화관광과+(재)경기도문화의전당,문화관광과+(재)경기도문화의전당,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2829,나에게 그림책은 전시 연계 교육프로그램 1,안성맞춤아트홀 전시실,2018-05-12,2018-05-12,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2830,나에게 그림책은 전시 연계 교육프로그램 2,안성맞춤아트홀 전시실,2018-05-19,2018-05-19,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2831,김성녀의 벽속의 요정,안성맞춤아트홀 소공연장,2018-05-25,2018-05-26,모노드라마,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2832,나에게 그림책은 전시 연계 교육프로그램 3,안성맞춤아트홀 전시실,2018-06-03,2018-06-03,전시 연계 교육프로그램,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2833,세종국악심포니오케스트라 <김경호와 함께하는 아리랑 목동>,안성맞춤아트홀 대공연장,2018-06-08,2018-06-08,국악+콘서트,www.anseong.go.kr/arthall,031-660-0666,문화관광과,안성시,경기도 안성시 발화대길 21,경기도 안성시 현수동 58-3,37.00126723,127.2790778
2834,양희은 콘서트,이천아트홀 대공연장,2017-12-16,2017-12-16,콘서트,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
2835,레베카,이천아트홀 대공연장,2018-01-12,2018-01-14,뮤지컬,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
2836,조윤범의 파워클래식,이천아트홀 소공연장,2018-02-03,2018-02-03,클래식,https://artic.or.kr,031-644-2100,경기도 이천시청,경기도 이천시청,경기도 이천시 부악로 40,-,37.27212363,127.4350343
2837,김명하의 흥겨운 영덕 아리랑,예주문화예술회관,2017-01-17,2017-01-17,음악회,http://art.yd.go.kr,054-730-7771,영덕아리랑보존회+사단법인 독도아리랑진흥회,영덕아리랑보존회,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2838,렉쳐 피아노 콘서트,예주문화예술회관,2017-01-25,2017-01-25,음악회,http://art.yd.go.kr,054-730-7771,경상북도 영덕군,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2839,봄을 여는 어우러기 희망콘서트,예주문화예술회관,2017-03-29,2017-03-29,음악회,http://art.yd.go.kr,054-730-7771,경상북도 영덕군,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2840,2017 새봄맞이 음악회,예주문화예술회관,2017-04-06,2017-04-06,음악회,http://art.yd.go.kr,054-730-7771,포항시립교향악단,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2841,신뻥파전 - 팔도유람,예주문화예술회관,2017-04-14,2017-04-14,음악회,http://art.yd.go.kr,054-730-7771,한국문화예술회관연합회,경상북도 영덕군,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2842,한 웅큼의 빛,예주문화예술회관,2017-04-19,2017-04-19,창작연극,http://art.yd.go.kr,054-730-7771,극단 자유바다,극단 자유바다,경상북도 영덕군 영해면 318만세길 36,경상북도 영덕군 영해면 성내리 산 43,36.5297349308,129.4050846264
2843,안동남성합창단 제33회 정기연주회,웅부홀,2021-12-14,2021-12-14,공연클래식,https://www.andong.go.kr/arts/main.do,054-840-3605,안동남성합창단,안동남성합창단,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2844,리트플레이 겨울나그네,백조홀,2021-12-15,2021-12-15,공연클래식,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당+클랑아트컴퍼니,한국문화예술회관연합회,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2845,행복안동 LES Paul Band 송년팝스콘서트,백조홀,2021-12-18,2021-12-18,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3605,아리랑필하모닉오케스트라,아리랑필하모닉오케스트라,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2846,알리 민우혁 특별한하루,웅부홀,2021-12-19,2021-12-19,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2847,힙Hip 펀Fun 열정콘서트,웅부홀,2021-12-21,2021-12-21,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2848,옛사진 공모전 수상작 및 발간 자료 전시회,35갤러리,2021-12-22,2021-12-22,전시사진,https://www.andong.go.kr/arts/main.do,054-857-2083,(사)경북기록문화연구원,(사)경북기록문화연구원,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2849,개그쇼 개그쟁이,웅부홀,2021-12-24,2021-12-24,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2850,아날로그 정통체력극 연극 신바람 난 삼대,백조홀,2021-12-25,2021-12-25,공연연극,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2851,아날로그 정통체력극 연극 신바람 난 삼대,백조홀,2021-12-25,2021-12-25,공연연극,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2852,아날로그 정통체력극 연극 신바람 난 삼대,백조홀,2021-12-26,2021-12-26,공연연극,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2853,최성수와 함께하는 2021스페셜콘서트,백조홀,2021-12-29,2021-12-29,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
2854,「행복·열정·명품」 버스킹<6회>,대덕문화전당 드림홀,2021-03-23,2021-07-07,"굿바이 코로나블루를 위한 시,구민 위로 음악회",https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
2855,특별기획- 「산장토크」,대덕문화전당 드림홀,2021-04-03,2021-04-11,남구문화컨텐츠 개발과 문화관광자원 재조명을 위한 방송제작,https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
2856,특별기획-민선7기3주년 「행복을 주는 콘서트」,대덕문화전당 드림홀,2021-07-05,2021-07-05,남구구민 소통과 포상구민 위로 음악회,https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
2857,"영상으로 만나는 정크, 클라운",대구음악창작소 창공홀,2021-07-21,2021-07-21,예술의전당 영상화공모사업 프로그램,https://nam.daegu.kr/culturalcenter/index.do,053-664-3122,대구광역시남구대덕문화전당,예술의전당,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85497305,128.5893078
2858,영상으로 만나는 스냅,대구음악창작소 창공홀,2021-08-18,2021-08-18,예술의전당 영상화공모사업 프로그램,https://nam.daegu.kr/culturalcenter/index.do,053-664-3122,대구광역시남구대덕문화전당,예술의전당,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85497305,128.5893078
2859,거리로 나온 예술,가평군 자라섬(자전거 대여소 앞),2019-09-28,2019-09-28,"라일라, 아이랑, ㈜음악문화발전협의회",해당없음,031-580-2061,가평군,가평군,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산8,37.8209476,127.5208644
2860,군민의날 공연,가평군 문화예술회관,2019-10-08,2019-10-08,군민의날 공연,해당없음,031-580-2061,가평군,가평문화원,경기도 가평군 가평읍 문화로 153,경기도 가평군 가평읍 대곡리 318,37.8263961715,127.5078635197
2861,열녀춘향 수절가,안숙선명창의 여정,2021-05-08,2021-09-25,창극,-,063-620-6167,남원시립국악단,전라북다전라북다문화관광재단남원시,전라북도 남원시 광한북로 20,전라북도 남원시 쌍교동 219-5,35.40485131,127.3802324
2862,찾아가는 우리마을 음악회,군포문화예술회관,2021-03-01,2021-10-31,음악회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
2863,군포 예인예술제,군포문화예술회관,2021-08-24,2021-08-29,예술제,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
2864,국악정기연주회,군포문화예술회관,2021-10-01,2021-10-31,국악 연주회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
2865,전국수리무용콩쿠르,군포문화예술회관,2021-09-04,2021-09-05,무용 콩쿠르,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
2866,대중음악이야기,철쭉동산,2021-05-01,2021-05-31,음악회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 수리산로 69,경기도 군포시 산본동 1152-14,37.35595441,126.9174745
2867,전국수리음악콩쿠르,군포문화예술회관,2021-06-22,2021-07-01,음악 콩쿠르,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
2868,전국수리동요대회,군포문화예술회관,2021-05-04,2021-05-06,동요대회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
2869,수리합창제,군포문화예술회관,2021-10-01,2021-10-31,합창제,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
2870,글렌체크&전기뱀장어 콘서트,유채꽃소극장,2016-03-25,2016-03-25,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2871,어린이 뮤지컬 캣조르바(혁신교육),코스모스대극장,2016-03-31,2016-04-03,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2872,연극<인간대포쇼>(혁신교육),유채꽃소극장,2016-04-08,2016-04-08,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2873,음악극 천변살롱,유채꽃소극장,2016-04-23,2016-04-23,음악극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2874,김장훈 콘서트,코스모스대극장,2016-04-30,2016-04-30,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2875,여심저격 아침콘서트 이현우 김정민 김형중,코스모스대극장,2016-05-12,2016-05-12,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2876,구리아트홀 개관 3주년 기념 정경화 피아노 리사이틀,코스모스대극장,2016-05-20,2016-05-20,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2877,골든보이스 갈라 콘서트 봄의 노래,코스모스대극장,2016-05-27,2016-05-27,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2878,김소현 손준호의 <LOVE MUSICAL 토크콘서트>,코스모스대극장,2016-06-10,2016-06-10,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2879,안숙선과 함께하는 작은 창극<심청아>,유채꽃소극장,2016-06-18,2016-06-18,국악,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2880,뮤지컬 4B 숙적들의 베프만들기(혁신교육),코스모스대극장,2016-07-12,2016-07-15,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2881,뮤지컬<리멤버-독도 그리고 이야기>(혁신교육),코스모스대극장,2016-07-12,2016-07-15,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2882,연극<곰의 아내>,유채꽃소극장,2016-07-22,2016-07-23,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2883,올댓라이브콘서트(씨드온스테이지),코스모스대극장,2016-08-19,2016-08-19,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2884,바이올리스트 엄희원 소프라노 맹연선 조인트 리사이틀(씨드온스테이지),코스모스대극장,2016-08-20,2016-08-20,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2885,청춘가요콘서트(씨드온스테이지),유채꽃소극장,2016-08-24,2016-08-24,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2886,한지수의 해금 오후의 목관이야기(씨드온스테이지),유채꽃소극장,2016-08-27,2016-08-27,국악,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
2887,뮤지컬<넌센스2>주니어버전갈라콘서트(혁신교육),유채꽃소극장,2016-09-07,2016-09-08,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
