,행사명,개최장소,시작일자,종료일자,행사내용,홈페이지주소,전화번호,주관기관,주최기관,도로명주소,지번주소,위도,경도
189,해맞이 행사,오봉산 등,2022-01-01,2022-01-01,"새해 소원빌기 행사, 새해안녕기원행사,해맞이공연, 먹거리제공 등",-,-,북구청 문화예술과,공모사업,-,대구광역시 북구 구암동 349,35.93240689,128.567486
190,풍암골 신암마을 당산제,풍암 제7어린이공원내 (풍암동1129),2022-02-15,2022-02-15,(코로나19로 인한 취소) 민속고유 명절인 대보름을 맞이하여 사라져가는 전통세시풍속인 당산제를 재현하여 지역 주민들의 평안과 발전 및 풍요다산을 기원,https://www.seogu.gwangju.kr/menu.es?mid=a70302000000,062-350-4988,광주광역시 서구,미정,-,광주광역시 서구 풍암동 1129,35.12401153,126.8815859
191,금호강 정월대보름축제,산격대교 하단,2022-02-15,2022-02-15,"달집태우기, 달맞이 행사 등",-,-,북구청 문화예술과,공모사업,-,대구광역시 북구 산격동 1477-1,35.90892344,128.6033802
192,제20회 사상전통달집놀이,삼락생태공원,2022-02-15,2021-02-15,사상전통달집 놀이,http://www.sasangculture.or.kr/,051-310-4062,사상문화원,사상구,부산광역시 사상구 낙동대로 1310번길 19(삼락동),-,35.17701002,128.9776397
193,2022년 연제고분판타지 왕가의행렬전,온천천시민공원 일원,2022-03-25,2022-04-10,전시행사,-,051-665-4065,연제구축제추진위원회,연제구축제추진위원회,-,부산광역시 연제구 거제동 1466-24,35.19588064,129.082826
194,제19회 사상강변축제,삼락생태공원,2022-03-26,2022-03-27,사상강변축제,http://www.sasangculture.or.kr/,051-310-4062,사상문화원,사상구,부산광역시 사상구 낙동대로 1310번길 19(삼락동),-,35.17701002,128.9776397
195,제12회 삼락벚꽃축제,삼락생태공원,2022-03-26,2022-03-27,삼락벚꽃축제,-,051-310-3002,삼락동,사상구,부산광역시 사상구 낙동대로 1310번길 19(삼락동),-,35.17701002,128.9776397
196,고현 관음포 둑방길 봄꽃축제,고현면 일원,2022-04-01,2022-04-30,"봄꽃 관람, 특산물 판매 및 홍보 부스 운영",http://tour.namhae.go.kr/main.web,055-860-8603,고현둑방공원마을공동체,경상남도 남해군,-,경상남도 남해군 고현면 포상리 986-5,34.8979403331,127.8685968241
197,낙동강유채꽃축제,대저생태공원,2022-04-01,2022-04-30,"(기간미확정)유채꽃 배달, 인플루언서 연계 행사 등",http://www.bfo.or.kr/main/index.asp,051-888-5222,(사)부산문화관광축제조직위원회,부산광역시,-,부산광역시 강서구 대저1동 1-5,35.20553353,128.9845179
198,여주도자기축제,여주 프리미엄아울렛 EAST광장 일원,2022-04-08,2022-04-17,"도자기 전시 및 판매, 소공연",www.yjcf.or.kr,031-881-9693,여주세종문화재단,여주시,경기도 여주시 명품로 360,경기도 여주시 상거동 460,-,-
199,창선고사리 삼합축제,창선면 일원,2022-05-01,2022-05-30,먹거리 및 지역특산물 판매 운영,http://tour.namhae.go.kr/main.web,055-860-8603,창선고사리삼합축제추진위원회,경상남도 남해군,-,경상남도 남해군 창선면 상죽리 10-18,34.86151038,128.0172216
200,보물섬 남해 커피축제,남해읍 일원,2022-05-01,2022-05-30,"로스팅, 핸드드립 등 체험행사",http://tour.namhae.go.kr/main.web,055-860-8603,보물섬바리스타협의회,경상남도 남해군,경상남도 남해군 남해읍 화전로 83,경상남도 남해군 남해읍 북변리 157,34.8387158782,127.8938765987
201,원도심 골목길축제,원도심,2022-05-06,2022-05-08,(기간미확정)원도심 야간걷기 투어 및 체험참여행사 등,http://www.bfo.or.kr/main/index.asp,051-888-5221,(사)부산문화관광축제조직위원회,부산광역시,부산광역시 중구 중구로 120(대청동1가),부산광역시 중구 대청동1가 1-4,35.10619736,129.0323514
202,상화문학제,수성못 상화동산,2022-05-13,2022-05-15,"백일장 공모, 시낭송대회, 문학강연, 문학공연, 상화문학답사",http://www.suseong.or.kr,053-768-0002,수성문화원,수성문화원,대구광역시 수성구 들안로16길 78,대구광역시 수성구 두산동 30,35.839227,128.618141
203,2022년 제18회 해운대모래축제,해운대 해수욕장,2022-05-20,2022-05-23,"모래작품 전시 및 체험프로그램, 플라워카펫 등",-,051-749-4062,부산광역시 해운대구청+(사)해운대문화관광협의회,부산광역시 해운대구청,부산광역시 해운대구 해운대해변로 264,부산광역시 해운대구 중동 1415-49,35.15910698,129.1602838
204,청소년안전망 페스티발,의정부시청소년수련관,2022-05-21,2022-05-21,"기념식, 문화공연, 부스운영, 체험 전시",http://www.uiyouth.or.kr,031-828-9563,의정부시청소년상담복지센터,의정부시청소년재단,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
205,의정부시 청소년 진로페스티벌,의정부시청소년수련관,2022-05-23,2022-05-27,"직업인, 대학생 멘토 인터뷰 및 E-sports 대회 뷰티아카데미등",http://www.youthexpo.or.kr,031-828-9558,의정부시청소년수련관,의정부시청소년재단,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
206,청소년 행복주간 지역마을축제(동부권역),부용천(새말역),2022-05-24,2022-05-24,청소년 유관기관 부스 및 체험 프로그램 운영,http://www.uiyouth.or.kr,031-828-9583,새말청소년문화의집,의정부시청소년재단,경기도 의정부시 장곡로 551,경기도 의정부시 신곡동 815-1,37.7488377,127.0637621
207,청소년 행복주간 지역마을축제,의정부예총,2022-05-25,2022-05-25,"청소년 체험부스, 청소년 공연",http://www.uiyouth.or.kr,031-828-9593,흥선청소년문화의집,흥선청소년문화의집,경기도 의정부시 의정로80번길 18,경기도 의정부시 의정부동 477-1,37.73969683,127.0358325
